(0, 44), (6, 6, 6, 6)
(0, 45), (6, 6, 6, 6)
(0, 46), (6, 6, 6, 6)
(0, 47), (6, 6, 6, 6)
(0, 48), (6, 6, 6, 6)
(0, 49), (6, 6, 6, 6)
(0, 4a), (6, 6, 6, 6)
(0, 4b), (6, 6, 6, 6)
(0, 4c), (6, 6, 6, 6)
(0, 4d), (6, 6, 6, 6)
(0, 4e), (6, 6, 6, 6)
(0, 4f), (6, 6, 6, 6)
(0, 50), (6, 6, 6, 6)
(0, 51), (6, 6, 6, 6)
(0, 52), (6, 6, 6, 6)
(0, 53), (6, 6, 6, 6)
(1, 0), (3, 3, 3, 3)
(1, 1), (6, 3, 3, 3)
(1, 2), (3, 3, 3, 3)
(1, 3), (3, 3, 3, 3)
(1, 4), (3, 3, 3, 3)
(1, 5), (3, 3, 3, 3)
(0, 0), (3, 3, 3, 3)
(0, 1), (3, 3, 3, 3)
(0, 2), (3, 3, 3, 3)
(0, 3), (3, 3, 3, 3)
(0, 4), (3, 3, 3, 3)
(0, 5), (3, 3, 3, 3)
(0, 6), (3, 3, 3, 3)
(0, 7), (3, 3, 3, 3)
(0, 8), (3, 3, 3, 3)
(0, 9), (3, 3, 3, 3)
(0, a), (3, 3, 3, 3)
(0, b), (3, 3, 3, 3)
(0, c), (3, 3, 3, 3)
(0, d), (3, 3, 3, 3)
(0, e), (3, 3, 3, 3)
(0, f), (3, 3, 3, 3)
(0, 10), (3, 3, 3, 3)
(0, 11), (3, 3, 3, 3)
(0, 12), (3, 3, 3, 3)
(0, 13), (3, 3, 3, 3)
(0, 14), (3, 3, 3, 3)
(0, 15), (3, 3, 3, 3)
(0, 16), (3, 3, 3, 3)
(0, 17), (3, 3, 3, 3)
(0, 18), (3, 3, 3, 3)
(0, 19), (3, 3, 3, 3)
(0, 1a), (3, 3, 3, 3)
(0, 1b), (3, 3, 3, 3)
(0, 1c), (3, 3, 3, 3)
(0, 1d), (3, 3, 3, 3)
(0, 1e), (3, 3, 3, 3)
(0, 1f), (6, 3, 3, 4)
(0, 20), (6, 3, 3, 4)
(0, 21), (6, 3, 3, 4)
(0, 22), (6, 3, 3, 4)
(0, 23), (6, 3, 3, 4)
(0, 24), (6, 3, 3, 4)
(0, 25), (6, 3, 3, 4)
(0, 26), (6, 3, 3, 4)
(0, 27), (6, 3, 3, 4)
(0, 28), (6, 3, 3, 4)
(0, 29), (6, 3, 3, 4)
(0, 2a), (6, 3, 3, 4)
(0, 2b), (6, 3, 3, 4)
(0, 2c), (6, 3, 3, 4)
(0, 2d), (6, 3, 3, 4)
(0, 2e), (6, 3, 3, 4)
(0, 2f), (6, 3, 3, 4)
(0, 30), (6, 3, 3, 5)
(0, 31), (6, 3, 3, 5)
(0, 32), (6, 3, 3, 5)
(0, 33), (6, 3, 3, 5)
(0, 34), (6, 3, 3, 5)
(0, 35), (6, 6, 3, 5)
(0, 36), (6, 6, 3, 5)
(0, 37), (6, 6, 3, 5)
(0, 38), (6, 6, 6, 5)
(0, 39), (6, 6, 6, 5)
(0, 3a), (6, 6, 6, 5)
(0, 3b), (6, 6, 6, 5)
(0, 3c), (6, 6, 6, 5)
(0, 3d), (6, 6, 6, 5)
(0, 3e), (6, 6, 6, 5)
(0, 3f), (6, 6, 6, 5)
(0, 40), (6, 6, 6, 5)
(0, 41), (6, 6, 6, 5)
(0, 42), (6, 6, 6, 5)
(0, 43), (6, 6, 6, 6)
(0, 44), (6, 6, 6, 6)
(0, 45), (6, 6, 6, 6)
(0, 46), (6, 6, 6, 6)
(0, 47), (6, 6, 6, 6)
(0, 48), (6, 6, 6, 6)
(0, 49), (6, 6, 6, 6)
(0, 4a), (6, 6, 6, 6)
(0, 4b), (6, 6, 6, 6)
(0, 4c), (6, 6, 6, 6)
(0, 4d), (6, 6, 6, 6)
(0, 4e), (6, 6, 6, 6)
(0, 4f), (6, 6, 6, 6)
(0, 50), (6, 6, 6, 6)
(0, 51), (6, 6, 6, 6)
(0, 52), (6, 6, 6, 6)
(0, 53), (6, 6, 6, 6)
(1, 0), (3, 3, 3, 3)
(1, 1), (6, 3, 3, 4)
(1, 2), (6, 3, 3, 3)
(1, 3), (6, 3, 3, 3)
(1, 4), (6, 3, 3, 3)
(1, 5), (3, 3, 3, 3)
(1, 6), (3, 3, 3, 3)
(1, 7), (3, 3, 3, 3)
(1, 8), (3, 3, 3, 3)
(1, 9), (3, 3, 3, 3)
(1, a), (3, 3, 3, 3)
(1, b), (3, 3, 3, 3)
(1, c), (3, 3, 3, 3)
(1, d), (3, 3, 3, 3)
(1, e), (3, 3, 3, 3)
(1, f), (3, 3, 3, 3)
(1, 10), (3, 3, 3, 3)
(1, 11), (3, 3, 3, 3)
(1, 12), (3, 3, 3, 3)
(1, 13), (3, 3, 3, 3)
(1, 14), (3, 3, 3, 3)
(1, 15), (3, 3, 3, 3)
(1, 16), (3, 3, 3, 3)
(1, 17), (3, 3, 3, 3)
(1, 18), (3, 3, 3, 3)
(1, 19), (3, 3, 3, 3)
(1, 1a), (3, 3, 3, 3)
(1, 1b), (3, 3, 3, 3)
(1, 1c), (6, 3, 3, 3)
(1, 1d), (6, 3, 3, 4)
(1, 1e), (6, 3, 3, 4)
(1, 1f), (6, 3, 3, 4)
(1, 20), (6, 3, 3, 4)
(1, 21), (6, 3, 3, 4)
(1, 22), (6, 3, 3, 4)
(1, 23), (6, 3, 3, 4)
(1, 24), (6, 3, 3, 4)
(1, 25), (6, 3, 3, 4)
(1, 26), (6, 3, 3, 4)
(1, 27), (6, 3, 3, 4)
(1, 28), (6, 3, 3, 4)
(1, 29), (6, 3, 3, 4)
(1, 2a), (6, 3, 3, 4)
(1, 2b), (6, 3, 3, 4)
(1, 2c), (6, 3, 3, 5)
(1, 2d), (6, 3, 3, 5)
(1, 2e), (6, 3, 3, 5)
(1, 2f), (6, 3, 3, 5)
(1, 30), (6, 3, 3, 5)
(1, 31), (6, 3, 3, 5)
(1, 32), (6, 6, 3, 5)
(1, 33), (6, 6, 3, 5)
(1, 34), (6, 6, 6, 5)
(1, 35), (6, 6, 6, 5)
(1, 36), (6, 6, 6, 5)
(1, 37), (6, 6, 6, 5)
(1, 38), (6, 6, 6, 5)
(1, 39), (6, 6, 6, 5)
(1, 3a), (6, 6, 6, 5)
(1, 3b), (6, 6, 6, 5)
(1, 3c), (6, 6, 6, 5)
(1, 3d), (6, 6, 6, 6)
(1, 3e), (6, 6, 6, 6)
(1, 3f), (6, 6, 6, 6)
(1, 40), (6, 6, 6, 6)
(1, 41), (6, 6, 6, 6)
(1, 42), (6, 6, 6, 6)
(1, 43), (6, 6, 6, 6)
(1, 44), (6, 6, 6, 6)
(1, 45), (6, 6, 6, 6)
(1, 46), (6, 6, 6, 6)
(1, 47), (6, 6, 6, 6)
(1, 48), (6, 6, 6, 6)
(1, 49), (6, 6, 6, 6)
(1, 4a), (6, 6, 6, 6)
(1, 4b), (6, 6, 6, 6)
(1, 4c), (6, 6, 6, 6)
(1, 4d), (6, 6, 6, 6)
(1, 4e), (6, 6, 6, 6)
